FECHA_ACCIONAMIENTO,ID_CDM,productora,COLABORADOR,ESTADO_VARIANTE,DOMINIO,PDP_ID,PDP_LINK,ITEM_ID,LINK_ITEM,VARIATION_ID,INFO_CHILD,FORZAR_PDP,RESOLUCION,COMENTARIO,Auditor,EstadoFinal_esCorrecto,Motivo_de_Rechazo_esCorrecto,Accion_Correcta,Casuisticas,Comentario
21 ene 2026,14340941,Netkel,ext_elgramug,null,SUNGLASSES,MLA41592269,https://articulo.mercadolibre.com.ar/p/MLA41592269,MLA2744255714,https://articulo.mercadolibre.com.ar/MLA-2744255714,195162073631,COLOR: ./ DESIGN: Pillow/ FRAME_COLOR: Negro/ LENS_COLOR: Dark grey/ TEMPLE_COLOR: Negro,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY/IMG_ADD/TITTLE_UPDATE/ATT_UPDATE_PARENT/ATT_ADD_CHILD,ext_maminczu,OK,OK,,,
21 ene 2026,14341697,Netkel,ext_elgramug,null,SUPPLEMENTS,MCO26814302,https://articulo.mercadolibre.com.co/p/MCO26814302,MCO892022801,https://articulo.mercadolibre.com.co/MCO-892022801,174496216008,FLAVOR: Sin sabor,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY/TITTLE_UPDATE,ext_maminczu,OK,OK,,,
21 ene 2026,14340835,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,KITCHEN_RANGE_HOODS,MLB15268421,https://produto.mercadolivre.com.br/p/MLB15268421,MLB3441406753,https://produto.mercadolivre.com.br/MLB-3441406753,null,COLOR: Inox/ DEPTH: 45 cm/ HEIGHT: 4.95 cm/ RANGE_HOOD_MOUNTING: De parede/ VOLTAGE: 127V/ WIDTH: 60 cm,MLB25709739,OPTIN_OTHER_PDP,"IMG_UPDATE, DESCRIP_UPDATE",ext_maminczu,OK,OK,,,
21 ene 2026,14341809,Netkel,ext_tibareir,null,METAL_DETECTORS,MLM29813412,https://articulo.mercadolibre.com.mx/p/MLM29813412,MLM4548324772,https://articulo.mercadolibre.com.mx/MLM-4548324772,null,COLOR: Negro,null,DESESTIMAR,Kit creado por seller,ext_maminczu,OK,OK,,,
21 ene 2026,14342113,Netkel,ext_agfasson,FAMILIA_YA_CREADA,POOL_PUMPS,MLB15481455,https://produto.mercadolivre.com.br/p/MLB15481455,MLB2630335196,https://produto.mercadolivre.com.br/MLB-2630335196,null,POWER: 372.85 W/ VOLTAGE: 127/220V,MLB15556050,OPTIN_OTHER_PDP,IMG_UPDATE/ATT_ADD_FAMILY,ext_maminczu,OK,OK,,,
21 ene 2026,14341911,Netkel,ext_matvalle,FAMILIA_YA_CREADA,VEHICLE_MULTIMEDIA_SYSTEMS,MLB47416262,https://produto.mercadolivre.com.br/p/MLB47416262,MLB5587832748,https://produto.mercadolivre.com.br/MLB-5587832748,null,COLOR: Black Piano Amarok 2011 a 2021,MLB53990013,OPTIN_OTHER_PDP,IMG_UPDATE,ext_maminczu,OK,OK,,,
21 ene 2026,14341038,Netkel,ext_joavgust,null,WELDING_MACHINES,MLB35894644,https://produto.mercadolivre.com.br/p/MLB35894644,MLB3366351807,https://produto.mercadolivre.com.br/MLB-3366351807,178891133117,COLOR: Laranja/ VOLTAGE: Esmerilhadeira 220V,null,DESESTIMAR,El producto de la pdp no existe,ext_maminczu,OK,OK,,,
21 ene 2026,14341999,Netkel,ext_agfasson,null,BABY_PLAYARDS,MLM63973309,https://articulo.mercadolibre.com.mx/p/MLM63973309,MLM3763061596,https://articulo.mercadolibre.com.mx/MLM-3763061596,null,COLOR: Gris/ FABRIC_DESIGN: Jirafas/ PIECES_NUMBER: 40,null,OPTIN_SAME_PDP,IMG_UPDATE,ext_maminczu,OK,OK,,,
21 ene 2026,14341673,Netkel,ext_igcuevas,null,JUMP_ROPES,MLB28262450,https://produto.mercadolivre.com.br/p/MLB28262450,MLB3841079474,https://produto.mercadolivre.com.br/MLB-3841079474,null,SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1/ UNITS_PER_PACKAGE: 1,null,ITEM_INDEFINIDED,No pueden validarse los pks correctos,ext_maminczu,OK,OK,,,
21 ene 2026,14341431,Netkel,ext_elgramug,null,AUXILIARY_AND_COFFEE_TABLES,MLM64265570,https://articulo.mercadolibre.com.mx/p/MLM64265570,MLM2351479833,https://articulo.mercadolibre.com.mx/MLM-2351479833,188601447953,COLOR: Negro,null,OPTIN_SAME_PDP,DESCRIP_ADD,ext_maminczu,OK,OK,,,
21 ene 2026,14341750,Netkel,ext_tibareir,null,BINDING_SPINES,MLB47263554,https://produto.mercadolivre.com.br/p/MLB47263554,MLB5307788182,https://produto.mercadolivre.com.br/MLB-5307788182,null,COLOR: Branco/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1/ UNITS_PER_PACKAGE: 1,null,PAIN_APD,No se puede crear la variante por limitacion del dominio,ext_vitofalo,OK,OK,,,Difieren los atts FAMILY en la familia de grilla por lo que no se puede crear
21 ene 2026,14341358,Netkel,ext_agfasson,null,ELECTRICITY_METERS,MLB56157972,https://produto.mercadolivre.com.br/p/MLB56157972,MLB4592793000,https://produto.mercadolivre.com.br/MLB-4592793000,null,VOLTAGE: 127/220V,null,OPTIN_SAME_PDP,TITTLE_UPDATE,ext_vitofalo,OK,OK,,,
21 ene 2026,14341687,Netkel,ext_flagusti,null,BABY_STROLLERS,MLB36877207,https://produto.mercadolivre.com.br/p/MLB36877207,MLB5098896706,https://produto.mercadolivre.com.br/MLB-5098896706,null,BABY_STROLLERS_STRUCTURE_COLOR: Preto/Prateado/ COLOR: Cinza,null,OPTIN_SAME_PDP,IMG_ADD/DESCRIP_UPDATE,ext_vitofalo,OK,OK,,,
21 ene 2026,14340941,Netkel,ext_elgramug,null,SUNGLASSES,MLA41592269,https://articulo.mercadolibre.com.ar/p/MLA41592269,MLA2764288974,https://articulo.mercadolibre.com.ar/MLA-2764288974,195408166035,COLOR: ./ DESIGN: Pillow/ FRAME_COLOR: Negro/ LENS_COLOR: Dark grey/ TEMPLE_COLOR: Negro,null,DESESTIMAR,Marketplace,ext_vitofalo,OK,NOT OK,Variante sin stock,Motivo incorrecto,"En los casos que redirige al marketplace se debe finalizar con ""Variante sin stock"""
21 ene 2026,14340968,Netkel,ext_flagusti,null,MINI_PCS,MLB19135027,https://produto.mercadolivre.com.br/p/MLB19135027,MLB5187303422,https://produto.mercadolivre.com.br/MLB-5187303422,null,COLOR: Preto/ GRAPHIC_CARD: Intel Hd Grafics/ OS_NAME: Windows/ PROCESSOR: Intel Core i3/ RAM_MEMORY_MODULE_TOTAL_CAPACITY: 8 GB/ SSD_DATA_STORAGE_CAPACITY: 120 GB/ STORAGE_CAPACITY: 120 GB/ VOLTAGE: 127/220V,null,DESESTIMAR,No es un kit oficial,ext_vitofalo,OK,OK,,,
21 ene 2026,14342144,Netkel,ext_aiolmedo,null,WATER_PURIFIERS_AND_FILTERS,MLB28463507,https://produto.mercadolivre.com.br/p/MLB28463507,MLB1978212863,https://produto.mercadolivre.com.br/MLB-1978212863,null,COLOR: brnaco,null,DESESTIMAR,OD,ext_vitofalo,OK,OK,,,
21 ene 2026,14342128,Netkel,ext_matvalle,null,DESKTOP_COMPUTER_KITS,MLM44965876,https://articulo.mercadolibre.com.mx/p/MLM44965876,MLM3579569540,https://articulo.mercadolibre.com.mx/MLM-3579569540,null,PROCESSOR_BRAND: AMD/ PROCESSOR_LINE: Ryzen 7/ PROCESSOR_MODEL: 5700G/ RAM_MEMORY_MODULE_TOTAL_CAPACITY: 32 GB,null,PAIN_APD,No se puede diferenciar la marca del adaptador nano que viene incluido,ext_vitofalo,OK,OK,,,Tambien se podria desestimar por Kit no oficial - Se esta aguardando definicion de los criterios por lo que
22 ene 2026,14342953,Netkel,ext_elgramug,FAMILIA_YA_CREADA,MOTORCYCLE_TIRES,MLM44249606,https://articulo.mercadolibre.com.mx/p/MLM44249606,MLM4151512650,https://articulo.mercadolibre.com.mx/MLM-4151512650,null,LOAD_INDEX: 62/ MOUNTING_TYPE: Sin cámara/ POSITION: Trasera/ SPEED_INDEX: T/ TIRES_NUMBER: 1,MLM24594906,OPTIN_OTHER_PDP,IMG_UPDATE,ext_joatenci,OK,OK,,,
22 ene 2026,14343658,Netkel,ext_tamarco,null,VEHICLE_BICYCLE_CARRIERS,MLB27225242,https://produto.mercadolivre.com.br/p/MLB27225242,MLB5415534770,https://produto.mercadolivre.com.br/MLB-5415534770,null,COLOR: Preto,null,PDP_INDEFINIDED,"En título y descripcion menciona p/3 bicis, en FT 2 bicis en 2 att y las imágenes son mixtas",ext_joatenci,OK,OK,,,
22 ene 2026,14344117,Netkel,ext_elgramug,null,SIDEBOARDS,MLB48930387,https://produto.mercadolivre.com.br/p/MLB48930387,MLB5365316042,https://produto.mercadolivre.com.br/MLB-5365316042,187659462139,COLOR: Off white/Freijó,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY,ext_joatenci,OK,OK,,,
22 ene 2026,14343022,Netkel,ext_igcuevas,null,TABLEWARE_KITS,MLB50745081,https://produto.mercadolivre.com.br/p/MLB50745081,MLB5440079214,https://produto.mercadolivre.com.br/MLB-5440079214,null,PIECES_NUMBER: 20,null,OPTIN_SAME_PDP,IMG_ADD,ext_joatenci,OK,OK,,,
22 ene 2026,14343369,Netkel,ext_joavgust,null,MOTORCYCLE_TIRES,MLB16996604,https://produto.mercadolivre.com.br/p/MLB16996604,MLB2670380000,https://produto.mercadolivre.com.br/MLB-2670380000,null,MOUNTING_TYPE: Sem câmara/ POSITION: Dianteira/Traseira/ TIRES_NUMBER: 2,null,DESESTIMAR,No es un kit oficial,ext_joatenci,OK,NOT OK,Pain APD,,https://www.mitas-moto.com/pt-pt/produtos/pneus-descontinuados/e-07-plus-enduro-trail Si es kit oficial pero no se puede crear porque tamaño es un PK
22 ene 2026,14343188,Netkel,ext_flagusti,FAMILIA_YA_CREADA,CONTINUOUS_LIGHTING,MLB41608366,https://produto.mercadolivre.com.br/p/MLB41608366,MLB5408179890,https://produto.mercadolivre.com.br/MLB-5408179890,null,LIGHT_COLOR: Bicolor/ STRUCTURE_COLOR: Preto/ VOLTAGE: 127/220V,MLB64087863,OPTIN_OTHER_PDP,DESCRIP_UPDATE,ext_joatenci,OK,OK,,,
22 ene 2026,14343772,Netkel,ext_matvalle,null,BEDS,MLU27869150,https://articulo.mercadolibre.com.uy/p/MLU27869150,MLU442936867,https://articulo.mercadolibre.com.uy/MLU-442936867,null,COLOR: Blanco,null,OPTIN_SAME_PDP,MIX:IMG_UPDATE/ATT_ADD_FAMILY,ext_joatenci,OK,OK,,,
22 ene 2026,14343229,Netkel,ext_joastori,null,WARDROBES_AND_UPPER_STORAGES,MLB20697610,https://produto.mercadolivre.com.br/p/MLB20697610,MLB1496963564,https://produto.mercadolivre.com.br/MLB-1496963564,null,COLOR: Avelã/Jequitiba,MLB29638555,OPTIN_SAME_PDP,IMG_UPDATE,ext_joatenci,NOT OK,NOT OK,ID de variante creada,PDP incorrecta,Se asoció a una PDP con medidas diferentes
22 ene 2026,14343260,Netkel,ext_elgramug,FAMILIA_YA_CREADA,WALLETS_AND_COIN_PURSES,MLM61087473,https://articulo.mercadolibre.com.mx/p/MLM61087473,MLM3823079306,https://articulo.mercadolibre.com.mx/MLM-3823079306,184223040594,COLOR: Negro,MLM61087473,OPTIN_OTHER_PDP,IMG_ADD/DESCRIP_ADD,ext_joatenci,OK,OK,,,"Se utilizó como optin a otra PDP con el id que trajo la tarea, pero correspondía a la misma que trajo la tarea"
22 ene 2026,14342976,Netkel,ext_joastori,FAMILIA_YA_CREADA,VEHICLE_AMPLIFIERS,MLB7878367,https://produto.mercadolivre.com.br/p/MLB7878367,MLB3760889275,https://produto.mercadolivre.com.br/MLB-3760889275,null,COLOR: Branco/ POWER_OUTPUT: 3000 W,MLB27575057,OPTIN_OTHER_PDP,ATT_UPDATE_CHILD,ext_joatenci,NOT OK,NOT OK,id de producto creado,PDP incorrecta,"El item es del producto de hd 3000 de 1 ohm, mientras que la PDP a la que se asoció es la de 2 ohm"
22 ene 2026,14342642,Netkel,ext_igjerez,null,OUTDOOR_TABLES,MLM53290514,https://articulo.mercadolibre.com.mx/p/MLM53290514,MLM795944293,https://articulo.mercadolibre.com.mx/MLM-795944293,60374491645,COLOR: Blanco,null,OPTIN_SAME_PDP,IMG_UPDATE_ADD,ext_joatenci,OK,OK,,,
22 ene 2026,14342611,Netkel,ext_flagusti,FAMILIA_YA_CREADA,FACIAL_SKIN_CARE_PRODUCTS,MLM24309897,https://articulo.mercadolibre.com.mx/p/MLM24309897,MLM3511035742,https://articulo.mercadolibre.com.mx/MLM-3511035742,null,APPLICATION_MOMENT: Día/Noche/ SALE_FORMAT: Pack/ SKIN_TYPE: piel con macha y piel sensible/ SUGGESTED_AGE: 30+/ UNITS_PER_PACK: 2/ UNIT_VOLUME: 100 mL/ UNIT_WEIGHT: 100 g,MLM50118015,OPTIN_OTHER_PDP,"IMG_UPDATE, DESCRIP_UPDATE, ATT_ADD_FAMILY, ATT_ADD_CHILD",ext_lopmatia,OK,OK,,,Solo se deja ID a forzar sin Site
22 ene 2026,14343463,Netkel,ext_flagusti,null,KEYBOARD_AND_MOUSE_KITS,MLB53551988,https://produto.mercadolivre.com.br/p/MLB53551988,MLB6065529238,https://produto.mercadolivre.com.br/MLB-6065529238,null,COLOR: Preto/ KEYBOARD_LANGUAGE: Português Brasil/ LAYOUT: ABNT2/ MOUSE_COLOR: Preto,null,OPTIN_SAME_PDP,"ATT_ADD_FAMILY, ATT_ADD_CHILD",ext_lopmatia,OK,OK,,,
22 ene 2026,14343366,Netkel,ext_joavgust,null,ELECTRIC_ENTRANCE_INTERCOMS,MLA39207846,https://articulo.mercadolibre.com.ar/p/MLA39207846,MLA608899481,https://articulo.mercadolibre.com.ar/MLA-608899481,null,COLOR: Gris/ PIECES_NUMBER: 2/ VOLTAGE: 12V,null,DESESTIMAR,No es un kit oficial,ext_lopmatia,OK,OK,,,
22 ene 2026,14344071,Netkel,ext_joastori,null,BOOKS,MLB22380808,https://produto.mercadolivre.com.br/p/MLB22380808,MLB1758690778,https://produto.mercadolivre.com.br/MLB-1758690778,null,BOOK_COVER: Mole/ BOOK_VOLUME: Antigo e Novo testamento/ COVER_COLOR: Ver na foto/ LETTER_SIZE: Média/ PUBLICATION_YEAR: 2021/ WITH_INDEX: Sim,null,ITEM_INDEFINIDED,El producto tiene un ISBN que corresponde a otro libro,ext_lopmatia,OK,OK,,,
22 ene 2026,14342630,Netkel,ext_flagusti,null,WRENCHES,MLB51491072,https://produto.mercadolivre.com.br/p/MLB51491072,MLB5496611964,https://produto.mercadolivre.com.br/MLB-5496611964,null,COLOR: Preto/ WRENCH_SIZE: 290mm,null,OPTIN_SAME_PDP,IMG_ADD,ext_lopmatia,OK,OK,,,
22 ene 2026,14342715,Netkel,ext_flagusti,FAMILIA_YA_CREADA,KITCHEN_RANGE_HOODS,MLB23960498,https://produto.mercadolivre.com.br/p/MLB23960498,MLB6019716012,https://produto.mercadolivre.com.br/MLB-6019716012,null,RANGE_HOOD_MOUNTING: De parede,MLB51909294,OPTIN_OTHER_PDP,"ATT_UPDATE_FAMILY, ATT_UPDATE_CHILD",ext_lopmatia,OK,NOT OK,Hacer calidad,PDP sin calidad,Podiamos sumar la descripción del item al producto de catalogo
22 ene 2026,14343173,Netkel,ext_joastori,null,MASSAGE_SOFAS,MLM59412512,https://articulo.mercadolibre.com.mx/p/MLM59412512,MLM2536562473,https://articulo.mercadolibre.com.mx/MLM-2536562473,null,COLOR: Negro/ FREQUENCY: 60/ VOLTAGE: 110,null,DESESTIMAR,"Familia ""Reposet Calefaccion"" indefinida en catalogo",ext_lopmatia,OK,NOT OK,Pain APD,Pain APD,"Si no podemos crear la variante en la familia que trajo la tarjeta porque es indefinida y tampoco podemos crear una familia nueva porque por Pks se duplica con la familia indef, usamos Pain APD"
22 ene 2026,14343316,Netkel,ext_igcuevas,FAMILIA_YA_CREADA,AUTOMOTIVE_TIRES,MLB41928820,https://produto.mercadolivre.com.br/p/MLB41928820,MLB3615770811,https://produto.mercadolivre.com.br/MLB-3615770811,null,IS_RUN_FLAT: Não/ LOAD_INDEX: 103/ SERVICE_TYPE: LT/ SPEED_INDEX: W/ TIRES_NUMBER: 1/ UNITS_PER_PACK: 1,MLBMLB41928913,OPTIN_OTHER_PDP,MIX:IMG_UPDATE_ADD/DESCRIP_UPDATE/ATT_ADD_CHILD,ext_lopmatia,OK,OK,,,Solo se deja ID a forzar sin Site
22 ene 2026,14342885,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,COMBUSTION_CHAINSAWS,MLM9762894,https://articulo.mercadolibre.com.mx/p/MLM9762894,MLM3795074212,https://articulo.mercadolibre.com.mx/MLM-3795074212,null,COLOR: Naranja,MLM38676169,OPTIN_OTHER_PDP,IMG_UPDATE,ext_lopmatia,OK,OK,,,Solo se deja ID a forzar sin Site
22 ene 2026,14343173,Netkel,ext_aiolmedo,null,MASSAGE_SOFAS,MLM59412512,https://articulo.mercadolibre.com.mx/p/MLM59412512,MLM4306812820,https://articulo.mercadolibre.com.mx/MLM-4306812820,null,COLOR: Gris/ FREQUENCY: 60 Hz/ VOLTAGE: 110V,null,DESESTIMAR,"Familia ""Reposet Calefaccion"" indefinida en catalogo",ext_lopmatia,OK,NOT OK,Pain APD,Pain APD,"Si no podemos crear la variante en la familia que trajo la tarjeta porque es indefinida y tampoco podemos crear una familia nueva porque por Pks se duplica con la familia indef, usamos Pain APD"
22 ene 2026,14343442,Netkel,ext_agfasson,null,PIPES_AND_TUBES,MLB23504439,https://produto.mercadolivre.com.br/p/MLB23504439,MLB2849007075,https://produto.mercadolivre.com.br/MLB-2849007075,null,UNITS_PER_PACK: 1,null,OPTIN_SAME_PDP,IMG_UPDATE/ATT_ADD_FAMILY,ext_lopmatia,NOT OK,NOT OK,Pain APD,Pain APD,"Se asocio el item medida 1/2 a un ID prodcto medida 1/4, no se puede crear el producto por coincidencia en todos los PKs disponibles"
22 ene 2026,14343460,Netkel,ext_joavgust,FAMILIA_YA_CREADA,VIDEO_GAME_PREPAID_CARDS,MLB50196681,https://produto.mercadolivre.com.br/p/MLB50196681,MLB6103072768,https://produto.mercadolivre.com.br/MLB-6103072768,null,CREDIT: R$ 100/ FORMAT: Físico/ LANGUAGE: Português,MLB50200776,OPTIN_OTHER_PDP,IMG_ADD,ext_maminczu,OK,OK,,,
22 ene 2026,14343045,Netkel,ext_toarruss,null,MOTORCYCLE_TIRES,MLB24848023,https://produto.mercadolivre.com.br/p/MLB24848023,MLB5294010426,https://produto.mercadolivre.com.br/MLB-5294010426,null,LOAD_INDEX: 56/ MOUNTING_TYPE: Sem câmara/ POSITION: Traseira/ SPEED_INDEX: J/ TIRES_NUMBER: 1,MLB24848023,OPTIN_SAME_PDP,Se agregaron datos parent y child e imagenes,ext_maminczu,OK,OK,,,
22 ene 2026,14342175,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,BOX_SPRING_AND_MATTRESS_KITS,MLA9923150,https://articulo.mercadolibre.com.ar/p/MLA9923150,MLA1405302663,https://articulo.mercadolibre.com.ar/MLA-1405302663,null,BOX_SPRING_SIZE: 2 plazas/ COLOR: Blanco tiza/ MAIN_BED_LENGTH: 190 cm/ MAIN_BED_WIDTH: 130 cm/ WITH_DIVIDED_BASE: No,MLA64689414,OPTIN_OTHER_PDP,Creación y calidad integral,ext_maminczu,OK,OK,,,
22 ene 2026,14342767,Netkel,ext_joavgust,null,VACUUM_AND_STEAM_CLEANERS,MLM53434514,https://articulo.mercadolibre.com.mx/p/MLM53434514,MLM2570717773,https://articulo.mercadolibre.com.mx/MLM-2570717773,null,COLOR: Gris/ FREQUENCY: 50Hz/60Hz/ VOLTAGE: DC25.2V,MLM,ITEM_INDEFINIDED,No se indica voltaje,ext_maminczu,OK,OK,,,
22 ene 2026,14343458,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,PERFUMES,MLB24828372,https://produto.mercadolivre.com.br/p/MLB24828372,MLB3787551711,https://produto.mercadolivre.com.br/MLB-3787551711,null,IS_REFILLABLE: Não/ UNIT_VOLUME: 90 mL,MLB24828377,OPTIN_OTHER_PDP,IMG_UPDATE,ext_maminczu,OK,OK,,,
22 ene 2026,14343725,Netkel,ext_igcuevas,null,COOKTOPS,MLA46023519,https://articulo.mercadolibre.com.ar/p/MLA46023519,MLA2121607234,https://articulo.mercadolibre.com.ar/MLA-2121607234,null,COLOR: Negro/ VOLTAGE: 220V - 110V,null,ITEM_INDEFINIDED,No se puede producto Bivolts en MLA,ext_maminczu,OK,OK,,,
22 ene 2026,14343811,Netkel,ext_agfasson,null,ELECTRIC_SCREWDRIVERS_AND_IMPACT_WRENCHES,MLB46189259,https://produto.mercadolivre.com.br/p/MLB46189259,MLB4403008293,https://produto.mercadolivre.com.br/MLB-4403008293,null,COLOR: Amarelo/ FREQUENCY: 60Hz/ VOLTAGE: 127/220V,null,OPTIN_SAME_PDP,ATT_ADD_PARENT,ext_maminczu,OK,OK,,,
22 ene 2026,14343422,Netkel,ext_tamarco,null,VEHICLE_CELLPHONE_AND_GPS_MOUNTS,MLB29503104,https://produto.mercadolivre.com.br/p/MLB29503104,MLB5011627504,https://produto.mercadolivre.com.br/MLB-5011627504,null,COLOR: Vermelho/ Preto/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1,null,ITEM_INDEFINIDED,El item menciona mas de una marca y completa todos los atributos pk de forma descriptiva,ext_maminczu,OK,OK,,,
22 ene 2026,14342808,Netkel,ext_joastori,null,BODY_SKIN_CARE_PRODUCTS,MLB42819072,https://produto.mercadolivre.com.br/p/MLB42819072,MLB1689001609,https://produto.mercadolivre.com.br/MLB-1689001609,null,PACKAGING_TYPE: Caixa/ SALE_FORMAT: Kit/ UNITS_PER_PACK: 6/ UNIT_VOLUME: 200 mL/ UNIT_WEIGHT: 200 g,MLB42819072,OPTIN_SAME_PDP,IMG_UPDATE,ext_maminczu,OK,OK,,,
22 ene 2026,14342618,Netkel,ext_tamarco,null,FLOOR_CEILING_AND_WALL_LIGHTS,MLB47306995,https://produto.mercadolivre.com.br/p/MLB47306995,MLB3880283473,https://produto.mercadolivre.com.br/MLB-3880283473,null,COLOR: Branco/ COLOR_TEMPERATURE: 2700 K/ LIGHT_COLOR: Branco Quente 2700K/ VOLTAGE: 100/240V,null,DESESTIMAR,Voltaje invalido,ext_maminczu,OK,OK,,,
22 ene 2026,14342936,Netkel,ext_igcuevas,null,KITCHEN_SINKS,MLB26050766,https://produto.mercadolivre.com.br/p/MLB26050766,MLB1872251726,https://produto.mercadolivre.com.br/MLB-1872251726,null,DEPTH: 21 cm/ FINISH: Escovado Scotch Brite/ LENGTH: 50 cm/ MATERIAL: Aço Inox 304 Inoxidável Escovado/ THICKNESS: 2 mm/ WIDTH: 40 cm,null,PAIN_APD,No se puede diferenciar del hermano,ext_maminczu,OK,OK,,,
22 ene 2026,14343445,Netkel,ext_elgramug,FAMILIA_YA_CREADA,CONSTRUCTION_PUTTIES_AND_SPACKELS,MLC57399292,https://articulo.mercadolibre.cl/p/MLC57399292,MLC2810087710,https://articulo.mercadolibre.cl/MLC-2810087710,null,FINISH: Neutro/ SALES_UNIT: Unidad/ SALE_FORMAT: Unidad/ UNITS_PER_PACK: 1/ UNIT_VOLUME: 0.4 L/ UNIT_WEIGHT: 400 kg,MLC57399299,OPTIN_OTHER_PDP,IMG_ADD,ext_vitofalo,OK,OK,,,
22 ene 2026,14051399,Netkel,ext_igjerez,FAMILIA_YA_CREADA,AIR_MATTRESSES,MLA22668328,https://articulo.mercadolibre.com.ar/p/MLA22668328,MLA1258701272,https://articulo.mercadolibre.com.ar/MLA-1258701272,null,COLOR: Azul/ MATTRESS_SIZE: 2 plazas,MLA64826399,OPTIN_OTHER_PDP,Creación y calidad integral,ext_vitofalo,OK,OK,,,
22 ene 2026,14341367,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,LASER_LEVELS,MLB23569121,https://produto.mercadolivre.com.br/p/MLB23569121,MLB4350482807,https://produto.mercadolivre.com.br/MLB-4350482807,null,LASER_CASE_COLOR: Preto e verde/ LIGHT_BEAM_COLOR: Verde,MLB64667814,OPTIN_OTHER_PDP,Creación y calidad integral,ext_vitofalo,OK,OK,,,
22 ene 2026,14343104,Netkel,ext_elgramug,null,VOLTAGE_CONVERTERS,MLB59095060,https://produto.mercadolivre.com.br/p/MLB59095060,MLB6125156404,https://produto.mercadolivre.com.br/MLB-6125156404,null,COLOR: Preto/ POWER: 1400 W,null,OPTIN_SAME_PDP,DESCRIP_UPDATE,ext_vitofalo,OK,OK,,,
22 ene 2026,14341453,Netkel,ext_matvalle,FAMILIA_YA_CREADA,MANICURE_AND_PEDICURE_DRILLS,MLM63925742,https://articulo.mercadolibre.com.mx/p/MLM63925742,MLM2381227357,https://articulo.mercadolibre.com.mx/MLM-2381227357,null,COLOR: Negro/ VOLTAGE: 127/220V,MLMMLM64714228,OPTIN_OTHER_PDP,MIX:IMG_UPDATE_ADD/TITLE_UPDATE/DESCRIP_UPDATE/MF_UPDATE/ATT_ADD_CHILD,ext_vitofalo,OK,OK,,,"El site se observa duplicado, no se deberia colocar en CDM al dejar el ID de producto"
22 ene 2026,14342294,Netkel,ext_toarruss,null,MOTORCYCLE_TIRES,MLB20779003,https://produto.mercadolivre.com.br/p/MLB20779003,MLB4000679195,https://produto.mercadolivre.com.br/MLB-4000679195,null,LOAD_INDEX: 57/ MOUNTING_TYPE: Sem câmara/ POSITION: Dianteira/Traseira/ SPEED_INDEX: P/ TIRES_NUMBER: 2,null,ITEM_INDEFINIDED,Las imágenes no corresponden,ext_vitofalo,OK,NOT OK,PAIN APD,Motivo incorrecto,"La PDP no es indefinida ya que es un combo de 2 productos, sin embargo no se pùede crear a nivel APD"
22 ene 2026,14343335,Netkel,ext_igcuevas,null,CHALKBOARD_AND_WHITEBOARD_ERASERS,MLB24769495,https://produto.mercadolivre.com.br/p/MLB24769495,MLB3581848229,https://produto.mercadolivre.com.br/MLB-3581848229,null,SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1,null,OPTIN_SAME_PDP,No se realiza calidad,ext_vitofalo,OK,OK,,,
23 ene 2026,14342141,Netkel,ext_igcuevas,FAMILIA_YA_CREADA,RINGS,MLM56385899,https://articulo.mercadolibre.com.mx/p/MLM56385899,MLM4426063434,https://articulo.mercadolibre.com.mx/MLM-4426063434,,COLOR: Blanco/ SIZE: 6,MLMMLM64852847,OPTIN_OTHER_PDP,MIX:IMG_UPDATE_ADD/TITLE_UPDATE/DESCRIP_UPDATE/MF_UPDATE,ext_maminczu,OK,OK,,,
23 ene 2026,14343230,Netkel,ext_joastori,FAMILIA_YA_CREADA,FISHING_RODS,MLA50171356,https://articulo.mercadolibre.com.ar/p/MLA50171356,MLA1507760793,https://articulo.mercadolibre.com.ar/MLA-1507760793,,ACTION: Media rápida/ COLOR: Negro/ FISHING_ROD_POWER: Pesada/ FISHING_ROD_RESISTANCE: 15 - 30lbs/ FISHING_ROD_WEIGHT: 170 g/ LURE_WEIGHT: 40 g/ TOTAL_LENGTH: 2.13 m,MLA64839204,OPTIN_OTHER_PDP,Creación y calidad integral,ext_lopmatia,OK,OK,,,
23 ene 2026,14343671,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,SUITCASES,MLA35404635,https://articulo.mercadolibre.com.ar/p/MLA35404635,MLA2228614052,https://articulo.mercadolibre.com.ar/MLA-2228614052,,COLOR: Negro/ DEPTH: 31 cm/ HEIGHT: 82 cm/ PATTERN_NAME: Lisa/ WIDTH: 49 cm,MLA64856454,OPTIN_OTHER_PDP,Creación de familia,ext_maminczu,OK,OK,,,
